ticker,close,volume,logo,sector,type
MNDL3,17.3,3100,https://icons.brapi.dev/icons/BRAPI.svg,Consumer Non-Durables,stock
MOAR3,120.04,3000,https://icons.brapi.dev/icons/BRAPI.svg,Finance,stock
BPAC3,24.75,2900,https://icons.brapi.dev/icons/BPAC3.svg,Finance,stock
BIOM3,7.12,2800,https://icons.brapi.dev/icons/BIOM3.svg,Health Technology,stock
BDLL3,7.5,2600,https://icons.brapi.dev/icons/BRAPI.svg,Producer Manufacturing,stock
DEXP4,8.6,2600,https://icons.brapi.dev/icons/DEXP4.svg,Process Industries,stock
CRPG5,14.78,2600,https://icons.brapi.dev/icons/CRPG5.svg,Process Industries,stock
OFSA3,22.89,2500,https://icons.brapi.dev/icons/OFSA3.svg,Health Technology,stock
FICT3,3.3,2500,https://icons.brapi.dev/icons/FICT3.svg,Commercial Services,stock
BOBR4,1.33,2400,https://icons.brapi.dev/icons/BOBR4.svg,Consumer Non-Durables,stock
HOOT4,3.9,2100,https://icons.brapi.dev/icons/HOOT4.svg,Consumer Services,stock
NUTR3,2.8,2000,https://icons.brapi.dev/icons/NUTR3.svg,Process Industries,stock
BMEB3,35.0,1900,https://icons.brapi.dev/icons/BMEB3.svg,Finance,stock
TELB3,11.05,1800,https://icons.brapi.dev/icons/TELB3.svg,Communications,stock
TELB4,7.33,1800,https://icons.brapi.dev/icons/TELB4.svg,Communications,stock
MTSA4,39.79,1700,https://icons.brapi.dev/icons/BRAPI.svg,Producer Manufacturing,stock
CPLE5,12.0,1500,https://icons.brapi.dev/icons/BRAPI.svg,Utilities,stock
RSUL4,66.9,1500,https://icons.brapi.dev/icons/BRAPI.svg,Producer Manufacturing,stock
DOHL4,3.99,1400,https://icons.brapi.dev/icons/BRAPI.svg,Process Industries,stock
BNBR3,99.5,1300,https://icons.brapi.dev/icons/BRAPI.svg,Finance,stock
WLMM4,21.0,1300,https://icons.brapi.dev/icons/BRAPI.svg,Distribution Services,stock
RBIF11,72.7,1275,https://icons.brapi.dev/icons/BRAPI.svg,Finance,fund
VSTE3,5.94,1200,https://icons.brapi.dev/icons/VSTE3.svg,Consumer Non-Durables,stock
CGRA3,26.7,1200,https://icons.brapi.dev/icons/CGRA3.svg,Retail Trade,stock
NEXP3,3.71,1200,https://icons.brapi.dev/icons/NEXP3.svg,Finance,stock
CGAS5,126.83,1100,https://icons.brapi.dev/icons/CGAS5.svg,Utilities,stock
CTKA4,35.01,1000,https://icons.brapi.dev/icons/BRAPI.svg,Process Industries,stock
FIEI3,22.0,1000,https://icons.brapi.dev/icons/BRAPI.svg,Finance,stock
CTAX3,1.05,900,https://icons.brapi.dev/icons/BRAPI.svg,Commercial Services,stock
RDNI3,2.15,800,https://icons.brapi.dev/icons/RDNI3.svg,Finance,stock
ISAE3,30.63,800,https://icons.brapi.dev/icons/ISAE3.svg,Utilities,stock
PATI3,43.73,700,https://icons.brapi.dev/icons/PATI3.svg,Producer Manufacturing,stock
EALT3,13.21,700,https://icons.brapi.dev/icons/EALT3.svg,Producer Manufacturing,stock
RNEW11,3.0,600,https://icons.brapi.dev/icons/RNEW11.svg,Utilities,fund
OSXB3,2.53,600,https://icons.brapi.dev/icons/OSXB3.svg,Industrial Services,stock
SNSY3,11.0,600,https://icons.brapi.dev/icons/BRAPI.svg,Producer Manufacturing,stock
BALM4,15.99,500,https://icons.brapi.dev/icons/BRAPI.svg,Health Technology,stock
LUXM4,3.64,400,https://icons.brapi.dev/icons/BRAPI.svg,Transportation,stock
HAGA3,1.91,400,https://icons.brapi.dev/icons/HAGA3.svg,Consumer Durables,stock
ENMT3,54.0,400,https://icons.brapi.dev/icons/BRAPI.svg,Utilities,stock
BGIP4,28.01,300,https://icons.brapi.dev/icons/BGIP4.svg,Finance,stock
ESTR4,4.2,300,https://icons.brapi.dev/icons/BRAPI.svg,Consumer Durables,stock
HAGA4,1.17,300,https://icons.brapi.dev/icons/HAGA4.svg,Consumer Durables,stock
CCTY3,45.99,300,https://icons.brapi.dev/icons/BRAPI.svg,Consumer Durables,stock
PINE3,5.87,300,https://icons.brapi.dev/icons/PINE3.svg,Finance,stock
ENMT4,53.97,300,https://icons.brapi.dev/icons/BRAPI.svg,Utilities,stock
BMIN4,16.53,300,https://icons.brapi.dev/icons/BRAPI.svg,Finance,stock
EQMA3B,27.99,200,https://icons.brapi.dev/icons/BRAPI.svg,Utilities,stock
PLAS3,5.01,200,https://icons.brapi.dev/icons/BRAPI.svg,Producer Manufacturing,stock
PEAB3,38.8,200,https://icons.brapi.dev/icons/BRAPI.svg,Finance,stock
CTSA3,2.99,200,https://icons.brapi.dev/icons/BRAPI.svg,Process Industries,stock
BALM3,21.0,200,https://icons.brapi.dev/icons/BRAPI.svg,Health Technology,stock
EKTR4,47.03,100,https://icons.brapi.dev/icons/BRAPI.svg,Utilities,stock
CTKA3,33.0,100,https://icons.brapi.dev/icons/BRAPI.svg,Process Industries,stock
IRIM11,66.6,100,https://icons.brapi.dev/icons/BRAPI.svg,Finance,fund
GSHP3,4.49,100,https://icons.brapi.dev/icons/BRAPI.svg,Finance,stock
SNSY5,3.51,100,https://icons.brapi.dev/icons/BRAPI.svg,Producer Manufacturing,stock
MRSA3B,27.9,100,https://icons.brapi.dev/icons/BRAPI.svg,Transportation,stock
CBEE3,12.5,100,https://icons.brapi.dev/icons/BRAPI.svg,Utilities,stock
RENV11,5.98,23,https://icons.brapi.dev/icons/RENV11.svg,Finance,fund
EGYR11,3.0,16,https://icons.brapi.dev/icons/BRAPI.svg,Finance,fund
BMKS3,424.99,8,https://icons.brapi.dev/icons/BMKS3.svg,Consumer Durables,stock
