Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-08-05 00:00:00-03:00,18.213954919593714,18.25830174692984,17.897190486209475,18.00489044189453,2136500,0.0,0.0
2020-08-06 00:00:00-03:00,18.055576436552432,18.30265235900879,17.916200492052045,18.30265235900879,2022200,0.0,0.0
2020-08-07 00:00:00-03:00,18.251969009717858,18.34066388585389,18.118928508054708,18.220293045043945,1637500,0.0,0.0
2020-08-10 00:00:00-03:00,18.33433073568926,18.36600670430997,18.118930765658327,18.32799530029297,1726200,0.0,0.0
2020-08-11 00:00:00-03:00,18.39768522784041,18.429361198779524,18.13793719102416,18.15060806274414,2061100,0.0,0.0
2020-08-12 00:00:00-03:00,18.22662906643735,18.264640466941902,17.9478759765625,17.9478759765625,2661500,0.0,0.0
2020-08-13 00:00:00-03:00,18.31532237241932,18.52438688357293,18.11892873063517,18.289981842041016,4419700,0.0,0.0
2020-08-14 00:00:00-03:00,18.32165661731776,18.651091949366865,18.182280688386463,18.594074249267578,2916400,0.0,0.0
2020-08-17 00:00:00-03:00,18.676433031954435,18.879162101270325,18.346997690135833,18.53072166442871,5193100,0.0,0.0
2020-08-18 00:00:00-03:00,18.641990236120836,18.700633435351868,18.316195237197,18.466060638427734,2883400,0.81076,0.0
2020-08-19 00:00:00-03:00,18.45954189517631,18.80488499104474,18.27709627499522,18.550764083862305,3599300,0.0,0.0
2020-08-20 00:00:00-03:00,18.45302802971094,18.73972796881923,18.355289781299483,18.668052673339844,2331500,0.0,0.0
2020-08-21 00:00:00-03:00,18.557282020846227,18.64198941279853,18.400900577406475,18.453027725219727,2316700,0.0,0.0
2020-08-24 00:00:00-03:00,18.609407918874265,18.635472112435068,18.374836390872797,18.40741539001465,2701600,0.0,0.0
2020-08-25 00:00:00-03:00,18.446512759303396,18.544251011839858,18.38786955921966,18.48560905456543,2071400,0.0,0.0
2020-08-26 00:00:00-03:00,18.498635117766813,18.609405440026872,18.34225370566008,18.413928985595703,2910700,0.0,0.0
2020-08-27 00:00:00-03:00,18.41393143840485,18.544248677781408,18.381351196453846,18.40741539001465,1964700,0.0,0.0
2020-08-28 00:00:00-03:00,18.485608658951115,18.563798762183197,18.439996315454902,18.505155563354492,2261900,0.0,0.0
2020-08-31 00:00:00-03:00,18.511670499110295,18.58334579177013,18.387868059827635,18.420448303222656,1834700,0.0,0.0
2020-09-01 00:00:00-03:00,18.49212158467523,18.7266943561354,18.426963586211098,18.60289192199707,3036900,0.0,0.0
